product_id,title,shopify_cdn_url,category,color
prod_14994,Zoey|Oversized Black T-Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB4_1_916f6ef3-ea63-4561-8b89-72307aadc745_512x.jpg?v=1739430462,unknown,unknown
prod_14995,Ayla|Hoodie & Shorts Co-Ord Set,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_VWWCO2447404002_0bf68c90-5bd2-4aa7-a33c-52a6fe003267_512x.jpg?v=1745851427,unknown,unknown
prod_14996,Precious|Smocked Peplum Top With Bow,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB1_558d0733-4f95-4d7c-9bc0-1a2c742b79da_512x.jpg?v=1739271237,unknown,unknown
prod_14997,Kai|Cropped Elasticated Hoodie,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1_VWWSS2447405901_60182a30-4949-4a6d-8aad-a76b4d59cb1d_512x.jpg?v=1745851427,unknown,unknown
prod_14998,Cookie|Black Bow Knot Tie-Up Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF2213_512x.jpg?v=1741345294,unknown,unknown
prod_14999,Dream|Halter Neck Tiered Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_9add3ba8-36da-44e8-b765-1b4170403192_512x.jpg?v=1739430286,unknown,unknown
prod_15001,Roper|Oversized V-Neck T-Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB5_3930e812-59eb-40d4-a5a8-b219f73cf3a8_512x.jpg?v=1739271707,unknown,unknown
prod_15002,Pola Hoodie|Cropped Boxy Blue Hoodie,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/DSCF1663E4_1600x.jpg?v=1738831884,unknown,unknown
prod_15003,Amaz|Viscose+ Highneck Scooped Hem Regular Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0112_a0a933d3-d60d-468c-a618-d616d8b38ad2_512x.jpg?v=1737450232,unknown,unknown
prod_15004,Louisa Pants|Rescued Polyester Floral Print Wide Pants,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0039_4_512x.jpg?v=1739880812,unknown,unknown
prod_15005,Paz Pants|Rescued Polyester Abstract Print Pant,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0495_512x.jpg?v=1739880711,unknown,unknown
prod_15006,Palmira Shorts|Rescued Polyester Abstract Print Shorts,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0032_4_51ef0ddb-5c81-4562-aebe-a6bd95950d25_512x.jpg?v=1739880683,unknown,unknown
prod_15008,Louisa Shirt|Rescued Polyester Floral Print Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0500_6671746c-b3ed-43c5-8e9e-ea1e894e9ba6_512x.jpg?v=1748851276,unknown,unknown
prod_15009,Jewel|Ribbed Lace Trim T-Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-2_a81ec998-e3c8-4641-980e-840bc26eaf73_512x.jpg?v=1739427854,unknown,unknown
prod_15010,Love|Rose Applique Bodycon Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-9_c891c20b-f310-4c0a-a8a7-62640283660e_512x.jpg?v=1739427493,unknown,unknown
prod_15012,Snow|Cupid Graphic Cutout T-Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8101985_512x.jpg?v=1741341930,unknown,unknown
prod_15013,Star|Lace V-Neckline Mini Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Untitled-27_092e0ee8-6f89-4ea7-9858-15d07548799b_512x.jpg?v=1739427395,unknown,unknown
prod_15014,Heart|Heart Printed Tank Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8102196_512x.jpg?v=1741342002,unknown,unknown
prod_15019,Thea|Strappy Mini Lace Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0587_512x.jpg?v=1736403332,unknown,unknown
prod_15020,Sadira|Olive Strappy Gathered Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0760_512x.jpg?v=1736774325,unknown,unknown
prod_15021,Anoush|Colour Blocked Flared Skirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0799_512x.jpg?v=1738656808,unknown,unknown
prod_15023,Mina|Lace Detail Bubble Hem Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0201_1_512x.jpg?v=1741858309,unknown,unknown
prod_15025,Afareen|Strappy Gathered Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0443_1_512x.jpg?v=1736403372,unknown,unknown
prod_15026,Avni|Puff Sleeve Smocked Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1581_512x.jpg?v=1736152354,unknown,unknown
prod_15027,Zeinab|Peplum Top With Tie Detail,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0839_512x.jpg?v=1736152422,unknown,unknown
prod_15030,Nayera|Floral Print Blocked Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1130_512x.jpg?v=1738657174,unknown,unknown
prod_15031,Jessie|Ditsy Print Pleated Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0182_1_512x.jpg?v=1736151873,unknown,unknown
prod_15032,Esha|Lace Detail Flared Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0621_1_1600x.jpg?v=1736152249,unknown,unknown
prod_15034,Eliya|Colour Blocked Layered Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0332_1_512x.jpg?v=1736774102,unknown,unknown
prod_15035,Heera|Brown Straight Fit Trousers,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1892_512x.jpg?v=1736150849,unknown,unknown
prod_15041,Navya|Colour Block Bow Tie-Up Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-0984_1600x.jpg?v=1736150757,unknown,unknown
prod_15044,Kristen|Trucotton Lace Detail Midi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3553_512x.jpg?v=1735557120,unknown,unknown
prod_15046,Kandace|Cotton+ Crochet & Flared Hem Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2437_512x.jpg?v=1735207990,unknown,unknown
prod_15049,Courtney|Trucotton Sleeveless Top With Flared Hem,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2306_512x.jpg?v=1735546987,unknown,unknown
prod_15050,Jacqueline|Trucotton Pintuck Detail Lace Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2638_512x.jpg?v=1735207167,unknown,unknown
prod_15052,Jayla|Trucotton Front Ruffled Embroidery Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2499_512x.jpg?v=1735545812,unknown,unknown
prod_15053,Lindsey|Embroidered Lace Two-Piece Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2207_1600x.jpg?v=1735557417,unknown,unknown
prod_15056,Phyllis|Trucotton Crochet Mini Skirt With Fringes,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2725_512x.jpg?v=1738668174,unknown,unknown
prod_15057,Kelly|Trucotton Crochet Mini Skirt With Fringes,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2313_512x.jpg?v=1740119802,unknown,unknown
prod_15059,Juliana|Blue Lace Peplum Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2166_1600x.jpg?v=1735546541,unknown,unknown
prod_15060,Lottie|Viscose+ Lapel Collar Crop Lace Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2234_512x.jpg?v=1735557497,unknown,unknown
prod_15061,Katherine|Trucotton Tie Up Top With Lace Embroidery,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2060_512x.jpg?v=1735546840,unknown,unknown
prod_15063,Pamela|Trucotton Side Lace Detail Pullup Pants,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3041_512x.jpg?v=1739444771,unknown,unknown
prod_15064,Jennifer|Trucotton Gathered Hem Crochet Skirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2384_1_512x.jpg?v=1738667778,unknown,unknown
prod_15066,Mabel|Viscose+ Lapel Collar Crop Lace Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2662_512x.jpg?v=1735208939,unknown,unknown
prod_15067,Jenny|Embroidered Ruffled Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2576_1600x.jpg?v=1735208201,unknown,unknown
prod_15069,Kimberly|Trucotton Lace Detail Midi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3579_512x.jpg?v=1735557003,unknown,unknown
prod_15070,Amabel|Trucotton Strappy Squareneck Knit Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio2084_512x.jpg?v=1734000683,unknown,unknown
prod_15071,Tracey|Multicolour Knit Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1627_1600x.jpg?v=1734000212,unknown,unknown
prod_15073,Illyrial|Trucotton Multicolour Sleeveless Knit Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1892_512x.jpg?v=1734000280,unknown,unknown
prod_15074,Elspeth|Red Knit Strappy Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1663_512x.jpg?v=1734000474,unknown,unknown
prod_15076,Sabine|Trucotton Knit Structure Achromatic Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1074_512x.jpg?v=1733999058,unknown,unknown
prod_15077,Saskia|Trucotton Front Button Closure Cardigan,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1953_512x.jpg?v=1733999623,unknown,unknown
prod_15079,Anouk|Trucotton Front Button Closure Cardigan,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/Copyof23rdAugVirgio1374_1_512x.jpg?v=1733999512,unknown,unknown
prod_15080,Leocadia|Trucotton Knit Structure Achromatic Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1996_512x.jpg?v=1734000923,unknown,unknown
prod_15081,Fiorella|Strappy Square Neck Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1704_1600x.jpg?v=1734000599,unknown,unknown
prod_15083,Maelis|Knitted Strappy Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/23rdAugVirgio1759_1600x.jpg?v=1734000423,unknown,unknown
prod_15084,Reya|Front Open Twill Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-03521_512x.jpg?v=1734014208,unknown,unknown
prod_15086,Lisa|Front Open Cropped Jacket,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-02971_512x.jpg?v=1734013987,unknown,unknown
prod_15087,Aiyla|Black Utilitarian Shacket,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-03281_512x.jpg?v=1734605809,unknown,unknown
prod_15088,Lorah|Cropped Trench Coat Cape,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-02661_512x.jpg?v=1734013946,unknown,unknown
prod_15091,Rome|Navy Blue Cropped Jacket,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-00672_512x.jpg?v=1734163167,unknown,unknown
prod_15092,Emine|Beige Cropped Trench Coat,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2744_512x.jpg?v=1735204698,unknown,unknown
prod_15094,Flora|Trucotton Cropped Front Tie Up Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0785_512x.jpg?v=1734526489,unknown,unknown
prod_15095,Alexa|Trucotton V-Neck Sleeveless Boxy Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0024_512x.jpg?v=1734526383,unknown,unknown
prod_15096,Giselle|Trucotton Knited Fullsleeve Raglan Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0486_512x.jpg?v=1734526856,unknown,unknown
prod_15098,Ellois|Cotton+ Frontopen Embroidery Tieup Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0782_512x.jpg?v=1734526241,unknown,unknown
prod_15099,Barabara|Viscose+ Full Sleeve V-Knit Cardigan,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0992_512x.jpg?v=1734525275,unknown,unknown
prod_15101,Cecelia|Viscose+ Full Sleeve V-Knit Cardigan,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1067_512x.jpg?v=1734525334,unknown,unknown
prod_15102,Lyric|Viscose+ Highneck Flatknit Sleeveless Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1107_512x.jpg?v=1734525190,unknown,unknown
prod_15103,Jazmyn|Trucotton Knit Full Sleeve Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0560_512x.jpg?v=1734524599,unknown,unknown
prod_15105,Aubrie|Viscose+ Highneck Flatknit Sleeveless Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0904_512x.jpg?v=1734524945,unknown,unknown
prod_15106,Frankie|Trucotton Cropped Front Tie Up Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0702_512x.jpg?v=1734526607,unknown,unknown
prod_15108,Gwen|Trucotton Knited Fullsleeve Raglan Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0553_512x.jpg?v=1734526959,unknown,unknown
prod_15109,Melody|Cotton+ Knitted Front Open Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0367_512x.jpg?v=1734589711,unknown,unknown
prod_15111,Vihana|Blue Full Sleeve Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0737_d3e6b1d3-2bb4-46be-b193-e58f3353d628_1600x.jpg?v=1734524787,unknown,unknown
prod_15113,India|Trucotton Knitted Front-Open Cardigan,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0823_512x.jpg?v=1734527334,unknown,unknown
prod_15114,Eliza|Cotton+ Fitted Scoop Neck Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13th_NOV_2024_Virgio-0424_512x.jpg?v=1734589633,unknown,unknown
prod_15116,Hunter|Cotton+ Full Sleeve Oversized Collar Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0358_512x.jpg?v=1734527231,unknown,unknown
prod_15117,Darla|Viscose+ Highneck Scooped Hem Regular Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1158_57703e68-963e-449a-80b4-ec8e28abfa2a_512x.jpg?v=1737450489,unknown,unknown
prod_15119,Haven|Cotton+ Full Sleeve Oversized Collar Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0306_512x.jpg?v=1734589478,unknown,unknown
prod_15120,Sasha|Viscose+ Shirtcollar Fitted Knit Crop Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-0590_512x.jpg?v=1734524863,unknown,unknown
prod_15122,Rubie|Cotton+ Frontopen Embroidery Tieup Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1144_512x.jpg?v=1734525799,unknown,unknown
prod_15124,Alabama|Trucotton Knitted Front-Open Cardigan,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/13thNOV2024Virgio-1023_512x.jpg?v=1736494507,unknown,unknown
prod_15125,Molly|Trucotton Back Cutout V-Neck Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3755_512x.jpg?v=1735542131,unknown,unknown
prod_15127,Nylah|Viscose+ Offshoulder Mini Dress With Pocket,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3269_512x.jpg?v=1735304183,unknown,unknown
prod_15128,Pepper|Cotton+ Black Puff Sleeve Mini Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3490_512x.jpg?v=1735541856,unknown,unknown
prod_15130,Milo|Viscose+ Grery V-Neck Sleeveless Vest,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3725_512x.jpg?v=1735541952,unknown,unknown
prod_15131,Quincy|Viscose+ Striped Fitted V-Neck Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3454_512x.jpg?v=1735300318,unknown,unknown
prod_15132,Meredith|Viscose+ Checked Pleated Mini Skirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3411_512x.jpg?v=1738668188,unknown,unknown
prod_15133,Peyton|Cotton+ Maxi Dress With Back Cutout,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3667_512x.jpg?v=1735542047,unknown,unknown
prod_15135,Nina|Viscose+ Mini Pleated Skirt With Pocket,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3196_512x.jpg?v=1740584259,unknown,unknown
prod_15137,Abby|Polka Co-Ord Set,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/25novvirgio1289_c758f7da-6634-406f-9321-0c45aaa189ce_512x.jpg?v=1733499006,unknown,unknown
prod_15138,Linda|Cotton Co-Ords Set,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/VIRGIO_MANUSHI_449_512x.jpg?v=1733925948,unknown,unknown
prod_15140,Nala|Rescued Polyester Printed Ruched Maxi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/WEB10_1ad0fb64-a5a6-43f6-9522-9bb051ffc566_512x.jpg?v=1739429990,unknown,unknown
prod_15142,Raisha|Cotton Top & Pants Co-Ord,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/VIRGIO_MANUSHI_336_512x.jpg?v=1733926002,unknown,unknown
prod_15143,Cosette|Modal+ Asymmetrical Hem Frill Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/VIRGIO_MANUSHI_75_512x.jpg?v=1733925856,unknown,unknown
prod_15145,Tishah|Mini Polka Dress With Ruffles,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0253_2_512x.jpg?v=1734091835,unknown,unknown
prod_15146,Nora|Rescued Satin Butterfly Printed Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/28th_DEC_2024Virgio-1052_512x.jpg?v=1735899408,unknown,unknown
prod_15148,Leila|Rescued Satin Printed Belted Midi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3590_512x.jpg?v=1735205427,unknown,unknown
prod_15150,Asiya|One Shoulder Maxi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0147_1_1600x.jpg?v=1735037510,unknown,unknown
prod_15152,Apala|Rescued Georgette Asymmetric Ruffle Maxi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0070_1_512x.jpg?v=1738775443,unknown,unknown
prod_15153,Samara|Rescued Georgette Halter Neck Maxi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3635_512x.jpg?v=1736341724,unknown,unknown
prod_15155,Layla|Rescuedgeorgette Vertical Ruffle Detail Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2880_512x.jpg?v=1735209744,unknown,unknown
prod_15157,Serenity|Trucotton Dolman Sleeve Shirt Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1809_512x.jpg?v=1736147697,unknown,unknown
prod_15158,Tinsley|Trucotton Strappy Square Neck Mini Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8103310_512x.jpg?v=1741070796,unknown,unknown
prod_15159,Theal|Blue Strappy Mini Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/8103276_1600x.jpg?v=1741070614,unknown,unknown
prod_15161,Suki|Trucotton Highlow Top With Puff Sleeves,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1376_1600x.jpg?v=1736231575,unknown,unknown
prod_15164,Savannah|Trucotton Dolman Sleeve Shirt Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1118_512x.jpg?v=1736231269,unknown,unknown
prod_15166,Stevie|Trucotton Regular Paperbag Waist Pants,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-2015_512x.jpg?v=1736147599,unknown,unknown
prod_15168,Tabitha|Oversized Floral Embroidered Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1689_1600x.jpg?v=1737007851,unknown,unknown
prod_15171,Sailor|Trucotton Maxi Front Open Floral Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-1439_512x.jpg?v=1736849822,unknown,unknown
prod_15174,Romie|Floral Tie Strap Mini Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3527_512x.jpg?v=1735205053,unknown,unknown
prod_15175,Miesha Skirt|Lace Detail Gathered Skirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-04532_512x.jpg?v=1733990875,unknown,unknown
prod_15177,Ghazal Top|White Tie Strap Peplum Top,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-01304_512x.jpg?v=1733988289,unknown,unknown
prod_15181,Faith|Black Tunic & Pants Co-Ord,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0267_512x.jpg?v=1733987656,unknown,unknown
prod_15183,April|Lace Strap Tiered Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio00151_1600x.jpg?v=1734088448,unknown,unknown
prod_15184,June Skirt|Blue Tiered Maxi Skirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3145_1600x.jpg?v=1738667819,unknown,unknown
prod_15186,Delilah|Puff Sleeve A-Line Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0034_512x.jpg?v=1733986003,unknown,unknown
prod_15188,Sadie Pants|Red Lace Detail Flared Pants,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4th_DEC_2024_Virgio-0347_512x.jpg?v=1739445166,unknown,unknown
prod_15191,Brielle|Ric Rac Lace Black Co Ords,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0220_512x.jpg?v=1736412554,unknown,unknown
prod_15193,Brielle Skirt|Ric Rac Lace Tiered Skirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0220_f8e8f17d-9cc0-4607-8fba-4679f8e2138d_512x.jpg?v=1738668004,unknown,unknown
prod_15195,Alaia Shrug|Full Puff Sleeve Shrug,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-00486_1600x.jpg?v=1733991350,unknown,unknown
prod_15196,Kehlani|Strappy Maxi Dress,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/1stoctvirgio-001710_512x.jpg?v=1733989281,unknown,unknown
prod_15198,Blake|Full Sleeve Lace Trim Shirt,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/4thDEC2024Virgio-0136_dcd842ab-b06b-495a-b29d-c93e9e679afb_512x.jpg?v=1735194180,unknown,unknown
prod_15200,June Top|Crop Top With Lace Strap,https://cdn.shopify.com/s/files/1/0785/1674/8585/files/18th_dec_virgio-3149_1600x.jpg?v=1735206186,unknown,unknown
